Protein,Gene,HealthyControl_1,HealthyControl_2,HealthyControl_3,HealthyControl_4,HealthyControl_5,HealthyControl_6,HealthyControl_7,HealthyControl_8,HealthyControl_9,Prediabetic_1,Prediabetic_2,Prediabetic_3,Prediabetic_4,Prediabetic_5,Prediabetic_6,Prediabetic_7,Prediabetic_8,Prediabetic_9,Type2Diabetes_1,Type2Diabetes_2,Type2Diabetes_3,Type2Diabetes_4,Type2Diabetes_5,Type2Diabetes_6,Type2Diabetes_7,Type2Diabetes_8,Type2Diabetes_9,MetabolicSyndrome_1,MetabolicSyndrome_2,MetabolicSyndrome_3,MetabolicSyndrome_4,MetabolicSyndrome_5,MetabolicSyndrome_6,MetabolicSyndrome_7,MetabolicSyndrome_8,MetabolicSyndrome_9,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6,Reference_Pool
GOT1_HUMAN,GOT1,0.0,1358.3803726255449,1554.4234319233506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056.7106704970092,2120.3163131076767,0.0,0.0,0.0,0.0,1853.4213366262254,0.0,0.0,0.0,0.0,0.0,0.0,2840.6965058851047,883.0576813383077,0.0,3360.8354750155045,1990.9978578156367,1489.0487280469008,2109.1917530277633,1989.8294751959966,1819.077940473205,2531.9404838100413,2237.30014599836
GPT_HUMAN,GPT,27871.543885511845,0.0,63416.72005026095,46302.16524458091,0.0,37009.933350153406,0.0,0.0,31943.38141411169,41247.891642088536,0.0,0.0,45023.0284015245,51574.69798351498,43306.85779764238,0.0,0.0,0.0,52429.480341047674,0.0,40867.83843457951,43497.55891366126,46621.359943723175,0.0,0.0,37143.77465407977,53029.64219303286,46582.785573917616,49224.935811286436,30102.34293515582,31596.92062739315,0.0,37344.87967604056,0.0,0.0,28362.085894850185,50949.56349270109,40514.86501324103,39491.93144135197,54253.09349425844,35857.23745010944,34820.88536641832,42257.34153260742
GPX1_HUMAN,GPX1,20652.582216127197,0.0,37668.48560708726,28313.36452717647,15398.899857486993,0.0,37675.338542497,0.0,31336.560841415143,20018.264334923777,25582.834838588406,19386.5932425152,18097.03689485663,36207.8251784255,35132.52134477597,17564.14505035396,19182.65436750322,27364.908023654094,22250.39383336162,27456.018136440667,14527.774853406783,0.0,16799.742110275576,17242.766007803453,22574.417932424094,25033.705410432027,23310.84960220005,22789.92592892107,34755.32765888259,12163.727792208614,23785.897182169203,23710.777244446963,23864.464832017416,15251.107150130314,27362.612975409105,21534.655235247832,23145.12413124246,24767.252686874457,18304.331089350566,19016.454443243554,19019.855678639993,23024.765608038375,24983.209864864984
GSK3A_HUMAN,GSK3A,0.0,189529.63083807757,180437.8170383317,237316.6210290722,214354.2669516012,0.0,129325.92615431287,330224.8314907786,158206.1789236115,215201.58154210556,153149.3221454592,297243.5382933937,0.0,0.0,112028.75517861005,235454.67562137533,210680.90011038948,0.0,199263.8825669708,122098.41986145034,259423.72962510382,300230.08735908224,133985.3883852962,0.0,240004.21915864752,0.0,172391.26677216982,226419.96045622483,0.0,0.0,217614.10577068405,259518.3407604839,0.0,204981.67990059571,176221.76117701124,0.0,228778.98913656722,214706.6254534376,225566.62878434506,270935.2050681554,217081.62504497834,187241.9156241802,203770.05255778108
GSK3B_HUMAN,GSK3B,5156.9614065084725,0.0,0.0,5641.215035285142,3931.0982272609667,3688.3993933841525,10257.02520162968,6123.177768586925,0.0,0.0,8454.054255643554,5647.578242119324,0.0,5884.243433164721,0.0,5036.91777248213,0.0,4985.686346740109,0.0,7248.569782586666,3896.8748328376487,7051.259789888892,4147.241452813542,4379.862328246941,0.0,5954.191267361468,4541.963449525227,0.0,8109.015379083464,5309.267997967236,5223.722238999125,6996.380151576042,8714.47128583763,2563.9716651865783,7934.312350848961,0.0,4353.663936256489,4734.291731310061,5794.495865661783,4423.156662402493,4509.033492458203,4542.836709405139,5409.095482278151
GYS1_HUMAN,GYS1,3980.6337375638627,0.0,3567.309524230952,4740.858325321728,2557.4679021992174,3687.999023743898,3216.0621747295518,2701.3367376739084,2935.6856635452464,2065.179718910214,1693.603909944893,2040.0312051998824,2531.647787071647,1854.8037888107594,2528.4261539783924,2033.8169011404432,2257.678245195644,1166.8239984405789,11943.457569589391,9238.322236844346,17671.77477242152,6961.528470522766,11952.08647814288,11028.88326332978,7292.348135105769,11479.854750649596,7475.93933309202,770.994217517625,1211.0485454205686,1300.128636090598,1196.9862259030006,1366.0666843015686,1159.610634642337,1490.8772432780506,1055.6624906839832,1497.7608054488885,3644.2827022342467,3218.9514017767324,2731.279331364268,3607.069026975987,3495.684200089375,3911.4923736910314,4478.6666033029605
GYS2_HUMAN,GYS2,11409.138595872555,7366.348775561176,16371.435198488245,16949.189303507224,7999.867985590962,7096.3119707026835,16633.630831917642,14036.678720224432,16412.300632568877,5826.911887384733,5921.64219237297,4807.7007060390715,4058.8321629873917,7388.815279596961,4261.081809937871,4312.855485956815,5236.249427271682,4456.549918127377,26682.789601586206,41613.47415065216,13692.339352345667,32374.941678378556,18127.607564705795,17774.899037539286,21428.684344824745,24086.244357792206,24298.584285281628,7043.899060681985,10373.492887717375,5885.375566813513,5460.972624685483,7911.094932852654,10167.009010926935,4604.140214093192,0.0,6064.156420520955,10150.536742219174,9787.058420859734,11127.34463354147,12193.207849445333,12689.88747698218,12700.076629210766,13012.741689620849
HIF1A_HUMAN,HIF1A,22691.39070155137,0.0,15077.0913884561,16544.347403176933,14917.50807203941,15989.59260881462,28047.122361246096,27545.962536008712,31936.612361929936,22900.02670034299,20186.279558323942,28426.809557886583,19756.82163082411,28201.208220692508,0.0,30815.38274124325,23604.109097548968,21194.56210677516,5876.1294342407455,3220.7219279463166,6782.719670185923,5693.786649896589,5121.564680466002,5148.865659832052,5682.259133329906,3570.7459900544422,4963.326340808289,0.0,7914.9853205032705,7397.830956627141,8339.185637709117,4269.041902618659,7055.214840280187,4090.7434707487773,7098.948639379429,8919.67575720974,14625.812281538296,16545.08129972084,11369.436106809559,15542.687246437255,12471.930318533421,12316.641066989589,13742.557756307526
HMGCR_HUMAN,HMGCR,35082.90847545505,90268.63041937658,57707.57482000676,45132.142289152755,0.0,56086.977990082494,60981.17548510982,53971.62640564379,32166.95835155568,49159.93872026776,0.0,57494.970105362365,35670.060034734124,53906.01391176923,57920.010995381,62878.65958248705,58966.55891030747,47215.91249834397,59460.536370273745,36097.58305272706,32991.399444796574,88776.79381815434,68786.49309715322,40912.799004749366,0.0,32364.53799384301,27946.520970797927,62351.90259661478,30488.770256977732,72702.37808700245,53683.3364168078,48333.430367851506,42293.725779214765,59487.209831765635,47349.66642002983,54806.31019444217,45675.602011042545,45583.48936298017,45408.0314360754,41737.31276598443,56811.55565211826,53100.21976076004,51228.24163711615
HMOX1_HUMAN,HMOX1,17475.06737195092,23975.12403175574,25265.116032029946,34442.6749595606,26914.781892684598,28785.97652633482,26679.403791396657,34469.6002717227,29951.557928656784,22277.419347777963,35767.71013180944,51481.8506223162,30233.124672164002,31435.65877696247,41884.685278272234,34777.12552498404,34623.67269222392,21312.873769343638,26356.35402499669,22755.432670521535,0.0,30869.28639197525,46760.51298983553,26503.609927959616,31708.587714048143,30823.975190310735,25078.403268004873,26061.469836397344,21903.601408752904,0.0,0.0,54865.336598562855,20350.18091752203,0.0,20422.67008157853,0.0,21572.441055157225,25323.418898926182,28270.517156872345,18414.76541988918,30034.606753679498,29492.845846643453,27987.367376625425
HNF1A_HUMAN,HNF1A,3015.9493118729656,0.0,4514.402366660371,1717.5170443540778,5200.964458052015,3427.0347340279363,3923.8034257223762,3631.9254317358955,4038.733662442834,4024.119448267055,3444.0097328467687,2864.55210681287,3289.336679408466,2991.224547081323,0.0,2353.404161350938,3365.1660307831544,4053.6752765650253,3250.7801820152654,5246.234509926369,4385.350717465524,0.0,2545.407951027819,4018.7725791046846,4305.870186351196,0.0,3895.6595385109285,2708.5660144331387,4712.328669191143,2326.9358419572136,6066.329639312209,4274.314440132498,4881.453149250126,4260.339895732755,3396.415141233855,4536.592837372783,3063.1685961526346,4354.334026776501,3820.1111279209554,3115.942829550676,4346.484019584584,4328.512175497121,3705.407113791402
HNF4A_HUMAN,HNF4A,26129.820686438292,23428.239166353927,30106.64133412304,32462.88259309386,17585.21424588107,23963.757997533037,19747.78620397838,19095.27702722179,17961.18069977633,19057.082883720414,17945.594621505683,17762.8501846814,15601.54417541161,16668.243369944073,23542.067065996456,15834.963272703979,16431.15022709918,0.0,33294.224509797605,20127.50823217238,28601.355816855754,15836.986042043563,0.0,25905.82221273508,17866.50665538495,28116.88745795811,19311.317023067604,0.0,0.0,0.0,17956.542747105766,18108.821479158865,22564.074813313146,20286.411584266814,14999.965110151108,19696.00749699194,17188.243675697773,19237.735564410144,21986.906279136867,22832.738672668405,21051.305907870497,27420.325761853943,20479.004377299167
HSP90AA1_HUMAN,HSP90AA1,10718.681355418586,9626.471902120704,13715.789165669063,16883.78307805639,11817.034086026368,11155.374999877838,21646.883005762058,14789.170634618942,21523.592591641962,23069.820587697912,18627.975303950912,13317.247730358215,15577.04642277231,19980.303679914476,13386.212857485898,14947.67020042651,13072.636096131559,13860.64269939126,16565.764765828815,21300.001198104666,8882.34940039271,17840.955138673486,12373.051286167945,13965.110432786349,15301.144814951664,13974.975205432063,14857.168295568363,14207.317330086275,17079.504326574493,14559.700294247386,19378.47353811482,20963.359735677182,19998.69294938139,8586.453069878984,20448.056867510775,15840.650586691525,9855.586054382593,12709.563732866229,16086.437588339815,13951.394237362123,14436.639745498682,11504.216804902253,14272.33481393379
IFNG_HUMAN,IFNG,1256.871794687944,1183.3990815028424,1115.4984425581627,1690.830748820552,885.7445218730351,1336.2456988427407,1645.7166290336675,2155.045766328411,1168.8671056460396,2077.8981100611845,5349.928957232333,0.0,3994.8131378832863,4578.695516388307,6856.6708859778,0.0,5757.969081283951,3201.8359821832146,3496.3081894386874,2358.8410423165224,2490.9846033205936,3613.3011989179495,5728.314393054803,3338.938994088303,4536.056449736444,3147.690842590667,2737.7188700220604,3125.2865196847783,2774.9882146803457,5071.343026468422,4499.676387908724,0.0,1566.9729493990797,4995.490127975291,2396.2844204347643,3795.167643031454,1287.84414440802,1528.3612558535087,1742.5795635695079,1303.2482630641773,1714.517111728319,1232.5360497643283,3445.6080972647133
IGF2BP2_HUMAN,IGF2BP2,44732.70483301013,29345.094938302707,61754.24428870012,61118.53033147273,35162.340947345045,31372.454134275427,86888.30250770204,56025.21431205902,62795.48576385564,47224.19506571479,76446.28016960954,48347.39359125337,53782.31288202424,61752.3182964127,57784.07365231512,32234.941197288415,69654.31090198473,47268.530704889214,71543.30774232742,64677.823106739896,29117.875436652328,70808.78738982145,30210.79633528533,42790.66899611103,40001.90784243922,49487.181789836,51938.66286036822,51441.56330824466,70138.08119915439,46555.848545804,42163.35929774747,55603.654943987334,56675.96948658483,29372.602804432663,52590.83347048827,51046.356345931,49595.685411749444,55079.17717883545,42308.47794500063,55165.44777639037,55841.74240960002,56384.20888568924,49094.359823529965
IL10_HUMAN,IL10,228560.25095931065,157941.4792483769,178249.35218999788,165841.32624431758,138145.02661548683,60958.57049176852,148566.09184390964,140236.49626478052,192225.6946820277,201455.1406912377,98850.07161340713,137190.48488313062,87397.06770527069,114838.09993429211,141143.6230865538,209585.2460407957,116041.15429061513,112830.2661422348,123414.2619861396,86544.93182574508,109918.94823353011,138361.37048543102,127777.54032918137,167828.93797578898,117414.049625222,111863.52501527258,67188.61562697227,100356.18619424518,106801.22305361183,130976.62727051802,163808.76561727907,69776.60269622148,130296.5235271923,78227.21960032081,152036.7068750661,169715.33287761698,121444.60548341642,122064.58841974844,139740.49560962513,136545.5951364226,114085.27266905645,97898.18733629257,143230.5364324518
IL13_HUMAN,IL13,17911.698092816172,0.0,17740.631600840436,30657.30440409622,24490.989454289513,27341.271572028847,14271.000582964534,25524.455416327975,20066.573928996393,27661.594102152285,17497.077906962717,0.0,0.0,30247.367701463183,16879.91048106891,19776.555897355644,25840.716011237044,24008.181491232233,15837.090895041774,14568.112289645673,31646.195084691815,23691.28112053034,15779.882256425324,0.0,21430.78613318815,21936.119713607615,17856.760457241806,33458.131623399655,19828.89307760876,25653.905723457086,34378.09865782665,27244.565038677847,24212.94601614416,22435.01130857175,22925.521364894426,19575.295846986406,23510.092639335122,25973.530537924118,24573.31484150845,26129.831407033183,33066.77703362676,20024.387771263097,22718.159521262904
IL17A_HUMAN,IL17A,0.0,9628.358434661246,10781.548832000522,10525.014335829012,11218.490011841603,0.0,15505.881947895476,14658.570667890053,8367.526143470017,16528.781387638785,0.0,0.0,18193.647081221643,0.0,0.0,9639.338066030889,15704.601415766196,0.0,0.0,12393.823597528639,0.0,8157.137492002568,8559.838563847145,19358.57746639136,8672.025749057184,13556.108927116682,13034.813494888398,15988.31435698633,18029.911707006348,9452.801882742979,9486.998362314755,13260.49445118214,0.0,11228.556172246499,11712.287784520964,11868.138495007259,9482.551579085593,10628.358026676417,17058.782335715016,13333.356456104753,11554.2987078393,9415.504680703658,12366.693610002381
IL1B_HUMAN,IL1B,15961.65704724262,16680.118652966015,37507.652919549815,22818.2225336505,15942.780960994494,15299.08837768237,26391.41955980485,12200.806143828322,21795.370953403868,9620.501625865652,9515.618425419401,12209.640784212024,0.0,8152.622377598654,10278.619275345047,12290.204280981283,11535.546367450308,8229.301373612598,32513.11687963681,22081.174024694057,36184.64559439485,54018.54899892224,0.0,25712.082699763614,44327.97072791069,28112.35510984506,33307.27184524676,36582.38036916291,48954.337169144506,32602.841972023158,36068.41039318253,53347.97410478946,0.0,41473.52100659335,57179.21447814131,25205.934416494336,17175.13382160541,19905.714744642595,17090.301681421864,21186.704191848683,27223.770457804098,18409.767664813535,25812.228491316033
IL1R1_HUMAN,IL1R1,0.0,0.0,118969.46027807335,56696.01760392688,108512.6791404647,66811.24606287133,104587.83259815643,81819.0349484208,0.0,89168.614311408,95162.75244230083,82243.25077583783,0.0,0.0,0.0,81820.44815985966,97121.05972540051,100613.19447149328,69198.14989308758,116964.80484885415,0.0,0.0,55502.78385290543,0.0,64097.563264947705,0.0,0.0,0.0,111306.54590733713,0.0,113548.51962907097,131733.65969451316,0.0,0.0,0.0,80790.80674378951,76620.1525338453,58747.74574079326,80377.80025776818,96431.34988378065,74758.90624726997,84453.73433653262,89319.13144985246
IL4_HUMAN,IL4,11465.691929724007,9390.347086633952,8614.67327643602,9327.710466769353,8420.678360010219,6808.992746425721,10887.010810587124,0.0,12618.623357571796,0.0,12093.513546598275,16903.855385750565,11652.739735952366,12871.435858399669,17605.2483044034,17226.030017969264,8363.683922154056,12246.179076256863,3038.88996282993,2547.7047039790064,2753.897485110101,3224.86688357309,3093.0116502422475,3947.0942750267413,3134.5749522249316,3557.2092349704612,3363.418086678451,13472.53833128993,19974.077782546534,18354.323223772575,25090.032420266685,0.0,18055.92020853633,16395.40848047512,18927.95634241888,23993.765133023277,7465.315375522284,7342.4391301878795,5981.898466631263,8535.76010373558,7957.147538160091,6951.812833328762,11272.333063179078
IL6_HUMAN,IL6,15070.109577911602,22195.02250315602,29727.749353151674,26408.469956071338,36889.127359712315,22139.52380148819,0.0,35007.772138593835,22901.035953947503,27859.9619767912,20130.45498137701,0.0,28118.660264215072,44125.33994527324,20697.828024469305,33543.946427284754,25730.69187209905,0.0,24770.58228675688,16907.334485279745,35483.285382501264,31663.470674942684,24409.361365883535,32442.925595334607,0.0,30804.893531855596,28869.648925743197,36810.10497035421,18504.703873332,24929.34132475375,25846.433221925698,0.0,27276.224083897574,29716.02906473896,27514.64224306953,29501.55324676729,32081.724057391548,27263.90116914826,25778.027590140326,32545.6568021512,28481.990882475537,28094.614903516907,28282.4985932516
IL6R_HUMAN,IL6R,29845.267147175782,0.0,25936.883835892128,36615.32950471276,20930.125735403446,28144.93875750844,0.0,34000.75559915844,30443.76111081271,20151.126203917654,46069.90283684077,35066.004107354376,0.0,0.0,52833.799600263425,26493.988027423973,36885.29515274067,27678.124713770954,39585.4947820916,27260.44452783459,30174.15737477649,25057.67448790814,66057.93890022543,25621.886392490258,37699.85645446324,41678.985757307,25300.28135384269,34254.931338082126,29317.918581779693,30802.332774107013,0.0,48689.15809927512,15446.867764769599,35360.62041110086,24696.51513711771,45766.16675384429,34380.954322310055,24015.23556279661,34861.566324710635,30916.231920695293,32907.418978445865,24327.18930628544,34143.03382723922
INS_HUMAN,INS,63426.39349293791,57730.34108091668,45699.61985185999,0.0,0.0,29696.540417732904,56387.98182129344,53249.8856439865,84909.60874858203,39905.143005571124,0.0,0.0,41317.16156116523,45375.610962995364,45434.88079034679,52682.4321353473,0.0,38055.404780600176,0.0,25038.00846527145,52406.47355516454,47962.7671468986,46199.746938418655,46992.778800513086,66457.18502150117,28050.540061057283,33219.25206994756,40738.52775392886,0.0,37579.584782377606,0.0,0.0,0.0,40285.15569473184,0.0,0.0,55175.22500028288,45363.13739360468,50954.76662845151,43896.95960568625,34369.74913999962,49474.11370311033,47170.710883961925
INSIG1_HUMAN,INSIG1,42400.669923880654,37309.00316580713,32939.82102984138,39775.98741720445,36140.58068132391,22121.88672837175,46801.884044547885,54994.06038709904,0.0,34104.90321052793,31615.327589936856,40179.25650995279,27922.323376861576,30678.41337263406,47971.798721631014,39044.9089711949,33156.87790507053,27944.659750877065,35809.142603091495,25797.565168798512,29279.562979777074,0.0,31322.80875397091,34468.247655654224,31642.231896741054,27396.027295390995,23581.834385982467,26774.61166230402,27182.440357069405,48295.73090762676,44140.51651895546,0.0,25466.74784294392,28986.52818467988,20216.509788472686,47203.489750924076,35750.25003413507,44237.73585863061,41467.763591602525,35747.896467653685,31745.25000334289,31440.25846406133,35826.969704192175
INSR_HUMAN,INSR,63275.3766000144,66613.20315308485,51421.576840563794,75503.22441836746,65651.86257515034,66471.21450851751,42968.37365977445,103495.06315693479,72835.98800642812,80083.20662470872,69044.71987592624,0.0,65289.8054339284,125733.16235332628,0.0,65126.88552065546,83674.98689437537,78253.4907993964,0.0,41936.18440805249,83285.25319296723,75044.14527207242,57498.65359710089,105958.61020656457,56979.16769835135,81572.47669993907,60261.150748916414,88090.80359224493,47968.304024120705,73022.5726661959,91169.60868989995,81011.12711646412,58991.21385051034,76706.01465195195,55963.88309514333,0.0,62182.346893563015,62460.5721772519,74898.509679969,54836.793430822036,62357.88095315334,88437.53745489067,72564.66490972067
IRS1_HUMAN,IRS1,33453.30476498993,21720.323795153465,0.0,28377.562857459467,40365.609521519385,38443.4318648498,41961.20106975202,16343.41552103113,22206.689675785587,20041.42294244373,29126.996958326596,13036.048246326203,0.0,15166.169146897995,17378.877846702755,27453.187686255667,25852.339026681922,13011.942542279767,19957.866718679743,8112.4798367593585,11014.948638173091,38570.46180097885,20470.47533966336,13803.413514426715,20293.48284753733,0.0,27414.60625458965,15450.454827316256,23481.822824861727,0.0,9950.197392439508,27856.04889433254,19469.120139533126,27274.9784303489,25334.501035952806,11451.209930205836,21351.751306290866,28775.493562913,28144.403451179693,22411.216405507726,18580.521943662327,20427.80521160108,21888.07904356896
IRS2_HUMAN,IRS2,26943.34844106573,28859.279598286277,25425.34598929523,37184.44047675026,25231.416252293886,14083.589220432068,36256.29977087396,27172.078144662828,34012.66863437784,13033.505624872194,11060.475576496634,13246.98348261643,8451.409101437546,17010.23500339929,14602.847400398225,13523.924213236704,8406.117227241859,11430.08982615236,12094.697466773876,8033.326134644538,11257.002077544019,9279.669278299834,10407.313297874409,11237.83990067229,14134.425554930514,9342.858613130995,0.0,8893.378284833436,12527.384107051732,8929.022738786667,16429.640550268625,6396.015175516854,9770.992428634554,7643.029924707863,10019.52144058818,18046.88673937933,18662.842576542254,30310.421827710372,22003.2550820787,22679.41087621822,26460.99271624902,20387.207641165514,15075.250653999396
IRS4_HUMAN,IRS4,0.0,18613.401950105475,24359.430861525696,27174.03630494954,0.0,22629.452702564788,0.0,20319.36505145999,0.0,27461.090522115926,28271.07842201764,34867.47159639639,23530.344336138474,25416.489828300684,0.0,0.0,0.0,0.0,30652.616987416863,26916.280039972287,15830.678897734742,0.0,0.0,0.0,31274.06841588287,21092.329588410244,0.0,22644.767775378314,0.0,19517.790346538797,0.0,22884.486509739392,34698.52713377308,25505.435970510083,0.0,23104.374358237674,36422.29604432049,35819.451906465605,23781.361668019606,31430.41388846012,23308.52479908704,31600.78626908223,25437.862344831756
JUN_HUMAN,JUN,97039.02433136672,80655.95719907685,109710.81970622619,0.0,78782.91710619394,79530.24847424259,148460.03202908175,81904.0822894649,124158.6088385382,99545.72503171064,107446.72862669046,106077.97663990574,103390.4498483518,121839.59237322296,104948.46054349215,73033.44298512614,53308.48303178424,90143.00476620308,120056.24022531004,91620.48948761339,37268.28127692218,108662.56993806335,46208.062746172975,81903.99923385703,64253.27870039849,69938.25296817272,74753.11241826108,42507.46328321574,93418.69303951677,52843.862112642535,56662.34299944252,82728.76447808564,104102.60407263495,35618.41259734306,100503.16406131552,60553.68032925641,65583.58913291899,60294.97692512822,86245.48927338178,82018.79122647362,87382.77287917057,76248.12634330573,80189.93689603527
KCNJ11_HUMAN,KCNJ11,4733.8224931001,4368.132762834757,6056.125169218602,6175.433133448589,4071.5742165285346,0.0,3075.127207831499,6495.761346738388,5384.013984557809,6697.206572222307,5140.790186822108,6055.099111895294,6538.183087562348,5696.916100560467,3611.9986707377284,3849.718072398976,5372.514093254736,6621.35878129618,0.0,3193.6408667216856,8255.63297291309,6232.41201936732,4626.156898352233,8030.965201506032,6184.29382150505,4711.27277285518,4296.942895751416,6436.124589961607,2954.9182999012105,5780.189927154071,5779.247862226775,4343.767654070414,4847.087653436298,3592.1883094844757,3326.959607808702,4855.4247850323345,4663.353583117623,6137.1615257175,4666.474156718101,4080.70763579061,5267.423329601194,6034.732455844646,5099.103696320296
KCNQ1_HUMAN,KCNQ1,430860.329886666,0.0,0.0,428267.6764926976,448689.73820039484,0.0,503465.852565647,0.0,640905.5692919726,0.0,0.0,0.0,0.0,338509.7094510577,0.0,0.0,0.0,331651.6196939861,387545.5713614966,0.0,0.0,369291.94282487617,295964.5794240564,389318.6729566932,0.0,256608.80817710885,273660.3839933667,304360.7681863706,310540.931155702,0.0,536575.0944378083,0.0,317758.3971953356,0.0,272891.50768247974,523490.91821047897,323815.2615133843,387860.42720011156,401565.02055203303,324422.50791330007,304565.6407248714,364175.5004508161,380180.3305950469
KLB_HUMAN,KLB,7322.800610834304,0.0,7856.122290006014,11674.204000177775,5452.415934577286,7450.522386817946,8887.728531622382,7250.276045782755,4701.22559367601,8098.840311953283,8260.180824584924,6405.492714439045,6777.142923179517,7042.223342456433,8676.207817589022,11111.461263429519,7962.136049160755,6737.244449625704,10554.059151071591,8158.955637256012,12643.284661800715,5513.532073545622,9613.40024931239,0.0,4844.741886068405,10476.864702705489,7043.116149635966,4986.097504780918,7381.913652989461,9182.091488917624,5222.406855634949,5248.8260549596835,8379.01334217642,6863.163671520965,4723.072137011035,0.0,7389.266812636456,7856.6705733500885,7442.864107714191,8631.182680165102,7595.2226985194175,8109.034852974534,8545.409663050292
LCN2_HUMAN,LCN2,0.0,818665.3297892615,734210.7267689949,0.0,0.0,654969.1237774498,856479.9777022114,0.0,523281.2715482845,457605.01949184824,527581.2427711809,0.0,0.0,0.0,742750.3955545471,499147.0614506983,471433.66816837835,0.0,776532.5638739126,0.0,776575.7763923024,586433.9426688581,0.0,827311.9780781794,515881.0744265828,849707.3401264353,0.0,0.0,683930.6795453815,0.0,0.0,438820.7911754279,0.0,0.0,306729.79308010294,697182.8199122164,622371.5295849267,631041.5478202391,499252.9051022129,597958.4220400192,600505.8379961052,489739.03840101935,561140.3986006741
LDLR_HUMAN,LDLR,56949.74578622288,79036.40338621846,79739.39443821748,80666.3085631221,48493.80850096997,61335.12682113355,59561.495781445105,40387.21899663722,46229.05146928046,66473.33037689717,56301.48975215198,0.0,68211.86206434903,47624.90901287253,0.0,53047.61379930971,54896.725393414745,41715.299961195444,66313.14112060398,58237.15585107311,109600.05490806636,46860.60214824353,56223.47156532121,94330.65850134677,41600.06407625862,70315.6605467377,49376.861675282584,31936.810771435106,72414.17141422402,49278.204667793274,38247.988680404414,50948.21338039198,48645.9924201592,55244.2243005013,53143.05719013763,68934.7118968819,45507.42077500706,49609.434908611,48670.27541989906,56140.09353011693,65027.09215782039,46132.328951047326,58692.31243272862
LDLRAP1_HUMAN,LDLRAP1,23488.882728009943,24480.232136790655,36974.332815590904,32974.92415194863,15010.460450179882,16038.146018874004,40640.727319754835,28363.37732507989,34055.37654336409,12252.22212832724,16942.184336560447,11496.333003197067,11674.56564790691,14977.79138849168,12070.326935645568,9866.822152428198,11047.9665695821,12906.299887791198,20376.05001875052,23015.358357131576,8773.752583907168,19886.76650691375,10482.450433838534,14919.33656442196,16334.344232685578,17519.34369503296,18130.78881933784,14909.78345840323,24330.834232976875,11715.37446764554,15283.585927691345,16860.042087151796,16999.099628700314,10090.502095377109,17790.700135495146,15589.309250294502,23234.275495040874,21743.243572963787,25660.610026379887,27403.8947480609,24027.689886702916,22677.896785538043,17884.313205074784
LEPR_HUMAN,LEPR,0.0,0.0,0.0,15036.729866992739,14918.870757409219,11201.19564056903,0.0,0.0,0.0,11389.886479370496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9714.862363568589,0.0,0.0,22104.77951614838,0.0,0.0,15216.903640065811,9995.157762687753,0.0,0.0,0.0,0.0,0.0,15259.572625750834,0.0,12013.667922457527,11850.26135801207,0.0,11806.831332920623,15218.181317292654,13499.27651845595,15176.97400189992,17423.124509160283,13583.276064819529,14140.594959965494
LIPC_HUMAN,LIPC,26480.85046186925,29997.27386793356,41240.510927905656,0.0,16334.43869300957,21907.80421824607,46816.7451173908,43029.012641481706,36120.162135344806,18483.10250430571,0.0,14673.838553013704,14931.69715476077,22658.36502737408,16403.77075529242,0.0,17120.25072929427,16914.55869698849,12790.076429268558,10304.549988423181,5013.778152822367,10923.904653645945,7164.965901255952,7201.890708348806,7428.360294561404,8163.362367115379,8295.199642109596,63180.75079513975,83299.79902486506,0.0,67736.51814807538,82066.49230824827,103009.66883301768,51749.14501599775,0.0,63082.32304361803,28192.51648660929,27006.57576047683,31843.393648333866,24277.222119404334,30192.99720811122,32751.31893445553,34720.33242642099
LIPE_HUMAN,LIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5520.156591531823,0.0,7265.135258935291,3347.828049449919,0.0,0.0,6480.648429197151,0.0,4177.389048814927,0.0,0.0,0.0,0.0,0.0,6935.243209577627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5542.475739931794,5569.892831262668,6092.813280690417,6161.4252070005405,6109.385170103973,7315.514072178499,6183.4317531687775
LIPG_HUMAN,LIPG,14913.882309848692,11373.011747817774,15054.073089128537,13849.210812552528,17616.965399262295,15133.602187590563,18006.51550754747,19866.52021852955,16498.144865072114,11177.50785065349,23258.185740259953,25135.87461366527,22977.541497464805,15460.207184147494,31200.776775543996,16966.000911969673,31894.90442171422,12904.714207607907,18280.14622774309,13239.491735117896,8259.718091286673,12728.604445295718,24849.95919445075,16593.62142442292,19862.57004284754,19812.76962536655,10819.128207397127,0.0,0.0,15958.036588252959,27069.26348124175,19168.890950538476,6912.200592493726,18403.818462112897,16342.238832595382,22633.70050995075,12877.760984805313,15382.101383023839,15315.457485882336,14503.478232187606,17188.118729271042,16006.269227970815,16666.074257311902
